"coordinate","configurations","parents","osvMatches","disposition"
"org.jetbrains.kotlin:kotlin-reflect:1.8.21",":app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.testing.platform:android-device-provider-local:0.0.9-alpha03; com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha03; com.google.testing.platform:android-test-plugin:0.0.9-alpha03; com.google.testing.platform:core:0.0.9-alpha03; com.google.testing.platform:launcher:0.0.9-alpha03; com.squareup:kotlinpoet:1.14.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-reflect:2.0.10",":app/project/detekt","io.gitlab.arturbosch.detekt:detekt-core:1.23.7; org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.10","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-reflect:2.0.21",":/buildscript/classpath","com.android.tools:sdk-common:31.13.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-script-runtime:2.0.10",":app/project/detekt","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.10","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-script-runtime:2.0.21",":app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.21","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-script-runtime:2.1.0",":app/project/kotlinBuildToolsApiClasspath; :app/project/kotlinCompilerClasspath","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.1.0; org.jetbrains.kotlin:kotlin-scripting-jvm:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-scripting-common:2.1.0",":app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-scripting-compiler-impl-embeddable:2.1.0; org.jetbrains.kotlin:kotlin-scripting-jvm:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-scripting-compiler-embeddable:2.1.0",":app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-build-tools-impl:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-scripting-compiler-impl-embeddable:2.1.0",":app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-build-tools-impl:2.1.0; org.jetbrains.kotlin:kotlin-scripting-compiler-embeddable:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-scripting-jvm:2.1.0",":app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-scripting-compiler-impl-embeddable:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-common:1.8.21",":app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core","org.jetbrains.kotlin:kotlin-stdlib:1.8.21; org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-common:1.9.0",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-launcher","org.jetbrains.kotlin:kotlin-stdlib:1.9.0; org.jetbrains.kotlinx:atomicfu-jvm:0.22.0; org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-common:2.0.10",":app/project/detekt","org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.4.1; org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.4.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-common:2.1.0",":app/project/kotlinCompilerPluginClasspathDevDebug; :app/project/kotlinCompilerPluginClasspathDevDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathDevDebugUnitTest; :app/project/kotlinCompilerPluginClasspathDevRelease; :app/project/kotlinCompilerPluginClasspathDevReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathProdDebug; :app/project/kotlinCompilerPluginClasspathProdDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathProdDebugUnitTest; :app/project/kotlinCompilerPluginClasspathProdRelease; :app/project/kotlinCompilerPluginClasspathProdReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathQaDebug; :app/project/kotlinCompilerPluginClasspathQaDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathQaDebugUnitTest; :app/project/kotlinCompilerPluginClasspathQaRelease; :app/project/kotlinCompilerPluginClasspathQaReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathStagingDebug; :app/project/kotlinCompilerPluginClasspathStagingDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathStagingDebugUnitTest; :app/project/kotlinCompilerPluginClasspathStagingRelease; :app/project/kotlinCompilerPluginClasspathStagingReleaseUnitTest; :app/project/kspPluginClasspath; :app/project/kspPluginClasspathNonEmbeddable","org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.6.3; org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.6.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-common:2.1.10",":app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.material:material-icons-core-android:1.7.6; androidx.compose.material:material-icons-extended-android:1.7.6; androidx.compose.material3:material3-android:1.3.1; androidx.compose.ui:ui-tooling-preview-android:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-common:2.2.0",":app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","org.jetbrains.kotlinx:atomicfu-jvm:0.22.0; org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.0",":app/project/detekt","org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.20",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher","org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.20","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.22",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath","org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.22","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk7:2.0.21",":app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","org.jetbrains.kotlin:kotlin-stdlib-jdk8:2.0.21","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk7:2.2.0",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","org.jetbrains.kotlin:kotlin-stdlib-jdk8:2.2.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.0",":app/project/detekt","org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.4.1; org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.4.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.20",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher","org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.22",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath","androidx.room:room-common:2.6.1; androidx.room:room-compiler-processing:2.6.1; com.squareup:kotlinpoet-javapoet:1.14.2; com.squareup:kotlinpoet:1.14.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-stdlib-jdk8:2.0.21",":app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.room:room-common:2.6.1; com.lemonappdev:konsist:0.17.3","","Retain pending scoped work packages; no OSV match is not security clearance"
